withdrawal_point_id,name,type,lat,lon,city,bank_name,complaint_id,chain_depth,recency_decay,degree_centrality_global,community_size,local_betweenness,community_num_complaints,amount_lost,hour_of_day,bank_match,global_geo_density,community_geo_density,label
90,"ICICI Bank ATM, Fort Area, Delhi",ATM,28.7876,77.1552,Delhi,ICICI Bank,477,2,0.5535194799450938,0.0026068821689259644,10,0.0,6,147708.2,3,0,4.001666957516596,0.386289612046287,0
91,"ICICI Bank ATM, Fort Area, Delhi",ATM,28.6821,77.0791,Delhi,ICICI Bank,477,2,0.5535194799450938,0.0026068821689259644,10,0.0,6,147708.2,3,0,3.2164994366026667,0.010842120856610349,0
92,"ICICI Bank ATM, Ring Road, Delhi",ATM,28.685,77.2082,Delhi,ICICI Bank,477,2,0.5535194799450938,0.0026068821689259644,10,0.0,6,147708.2,3,0,2.0171494322617325,0.015875119479651967,0
93,"Bank of Baroda ATM, Bus Stand, Delhi",ATM,28.7207,77.08,Delhi,Bank of Baroda,477,2,0.5535194799450938,0.0026068821689259644,10,0.0,6,147708.2,3,1,1.0054540287403393,0.003248293487216341,0
94,"State Bank of India ATM, Civil Lines, Delhi",ATM,28.6345,77.1711,Delhi,State Bank of India,477,2,0.5535194799450938,0.0026068821689259644,10,0.0,6,147708.2,3,0,0.05919436670895014,0.00734281833164555,0
95,"Punjab National Bank ATM, Junction, Delhi",ATM,28.6901,77.1447,Delhi,Punjab National Bank,477,2,0.5535194799450938,0.0026068821689259644,10,0.0,6,147708.2,3,0,2.0637145652233664,2.000000011646037,0
96,"Punjab National Bank Branch, Airport Road, Delhi",Branch,28.8004,77.1735,Delhi,Punjab National Bank,477,2,0.5535194799450938,0.0026068821689259644,10,0.0,6,147708.2,3,0,4.151559589279074,0.0995933494248077,0
97,"HDFC Bank ATM, Civil Lines, Delhi",ATM,28.7078,77.1344,Delhi,HDFC Bank,477,2,0.5535194799450938,0.0026068821689259644,10,0.0,6,147708.2,3,0,1.160445649295065,1.0863165075099934,0
98,"ICICI Bank ATM, Industrial Estate, Delhi",ATM,28.8126,77.0389,Delhi,ICICI Bank,477,2,0.5535194799450938,0.0026068821689259644,10,0.0,6,147708.2,3,0,2.4833937783781908,4.231088254757982e-05,0
99,"ICICI Bank ATM, Airport Road, Delhi",ATM,28.6319,76.9884,Delhi,ICICI Bank,477,2,0.5535194799450938,0.0026068821689259644,10,0.0,6,147708.2,3,0,3.1575707238788655,2.5230432321464095e-15,0
100,"HDFC Bank Branch, Bus Stand, Delhi",Branch,28.788,77.0,Delhi,HDFC Bank,477,2,0.5535194799450938,0.0026068821689259644,10,0.0,6,147708.2,3,0,4.973223408363903,1.939510767785747e-09,0
101,"Axis Bank ATM, Lake View, Delhi",ATM,28.7512,77.1012,Delhi,Axis Bank,477,2,0.5535194799450938,0.0026068821689259644,10,0.0,6,147708.2,3,0,1.4710865532198052,0.013745839982693093,0
102,"HDFC Bank ATM, Fort Area, Delhi",ATM,28.7491,77.1967,Delhi,HDFC Bank,477,2,0.5535194799450938,0.0026068821689259644,10,0.0,6,147708.2,3,0,0.5850659096602556,0.0004868145122955046,0
103,"State Bank of India Branch, Ring Road, Delhi",Branch,28.6263,77.2124,Delhi,State Bank of India,477,2,0.5535194799450938,0.0026068821689259644,10,0.0,6,147708.2,3,0,0.7244063214086025,1.5850869070923583e-05,0
104,"Punjab National Bank Branch, MG Road, Delhi",Branch,28.7179,77.2027,Delhi,Punjab National Bank,477,2,0.5535194799450938,0.0026068821689259644,10,0.0,6,147708.2,3,0,0.4990384672603408,0.011095932617720638,0
105,"State Bank of India Branch, Market Yard, Delhi",Branch,28.7764,77.1427,Delhi,State Bank of India,477,2,0.5535194799450938,0.0026068821689259644,10,0.0,6,147708.2,3,0,2.3034038130692176,0.395390260414604,0
106,"Punjab National Bank ATM, Airport Road, Delhi",ATM,28.798,77.1295,Delhi,Punjab National Bank,477,2,0.5535194799450938,0.0026068821689259644,10,0.0,6,147708.2,3,0,2.3790365231242943,1.0000000232920736,1
107,"Bank of Baroda Branch, Industrial Estate, Delhi",Branch,28.8017,77.0895,Delhi,Bank of Baroda,477,2,0.5535194799450938,0.0026068821689259644,10,0.0,6,147708.2,3,1,2.254296652685741,0.14659112993511428,0
108,"HDFC Bank Branch, Junction, Delhi",Branch,28.6463,77.0418,Delhi,HDFC Bank,477,2,0.5535194799450938,0.0026068821689259644,10,0.0,6,147708.2,3,0,8.451637894254024,3.482441869875739e-07,0
109,"Bank of Baroda ATM, Airport Road, Delhi",ATM,28.7707,77.0988,Delhi,Bank of Baroda,477,2,0.5535194799450938,0.0026068821689259644,10,0.0,6,147708.2,3,1,1.2145651739181695,0.10323716215129526,0
110,"HDFC Bank ATM, Junction, Delhi",ATM,28.6027,77.0511,Delhi,HDFC Bank,477,2,0.5535194799450938,0.0026068821689259644,10,0.0,6,147708.2,3,0,1.8604155120786408,4.41296349186707e-10,0
111,"ICICI Bank ATM, Old Town, Delhi",ATM,28.7984,77.0018,Delhi,ICICI Bank,477,2,0.5535194799450938,0.0026068821689259644,10,0.0,6,147708.2,3,0,4.657426014735582,3.928299266578264e-09,0
112,"HDFC Bank ATM, Tech Park, Delhi",ATM,28.7506,77.152,Delhi,HDFC Bank,477,2,0.5535194799450938,0.0026068821689259644,10,0.0,6,147708.2,3,0,0.8769543474240946,0.023572989827670254,0
113,"State Bank of India Branch, Tech Park, Delhi",Branch,28.6635,77.0943,Delhi,State Bank of India,477,2,0.5535194799450938,0.0026068821689259644,10,0.0,6,147708.2,3,0,3.6344935778969765,0.03263742274805878,0
114,"State Bank of India ATM, Industrial Estate, Delhi",ATM,28.6849,77.1997,Delhi,State Bank of India,477,2,0.5535194799450938,0.0026068821689259644,10,0.0,6,147708.2,3,0,1.8898469701968574,0.052519199259151876,0
115,"Punjab National Bank ATM, Industrial Estate, Delhi",ATM,28.7955,77.1207,Delhi,Punjab National Bank,477,2,0.5535194799450938,0.0026068821689259644,10,0.0,6,147708.2,3,0,2.0772449998966054,0.9034141372735742,0
116,"Axis Bank ATM, Old Town, Delhi",ATM,28.6558,77.0761,Delhi,Axis Bank,477,2,0.5535194799450938,0.0026068821689259644,10,0.0,6,147708.2,3,0,5.136608802806062,0.001201741509969322,0
117,"Axis Bank ATM, Junction, Delhi",ATM,28.6368,77.0871,Delhi,Axis Bank,477,2,0.5535194799450938,0.0026068821689259644,10,0.0,6,147708.2,3,0,4.350952729979796,0.00047818565221926785,0
118,"State Bank of India Branch, Old Town, Delhi",Branch,28.7446,77.1741,Delhi,State Bank of India,477,2,0.5535194799450938,0.0026068821689259644,10,0.0,6,147708.2,3,0,1.1116871001066173,0.008411411711947682,0
119,"Bank of Baroda ATM, Industrial Estate, Delhi",ATM,28.6963,77.0131,Delhi,Bank of Baroda,477,2,0.5535194799450938,0.0026068821689259644,10,0.0,6,147708.2,3,1,3.7587015686647547,2.13950138369386e-09,0
120,"Punjab National Bank ATM, Central Plaza, Delhi",ATM,28.6787,77.118,Delhi,Punjab National Bank,477,2,0.5535194799450938,0.0026068821689259644,10,0.0,6,147708.2,3,0,1.7693313040215848,0.7007024120445324,0
41,"HDFC Bank ATM, Central Plaza, Mumbai",ATM,18.9635,72.837,Mumbai,HDFC Bank,206,3,0.36647702601191684,0.005735140771637122,16,0.05476190476190477,9,240729.7,5,1,0.011031552896248886,0.0012056947369077791,0
42,"Punjab National Bank ATM, Civil Lines, Mumbai",ATM,19.1166,72.8091,Mumbai,Punjab National Bank,206,3,0.36647702601191684,0.005735140771637122,16,0.05476190476190477,9,240729.7,5,0,3.2893426838104127,1.0003706312076819,0
43,"HDFC Bank Branch, Ring Road, Mumbai",Branch,19.1443,72.9515,Mumbai,HDFC Bank,206,3,0.36647702601191684,0.005735140771637122,16,0.05476190476190477,9,240729.7,5,1,5.569454514211262,0.49863314128642044,0
44,"HDFC Bank ATM, Station Road, Mumbai",ATM,19.1142,72.8427,Mumbai,HDFC Bank,206,3,0.36647702601191684,0.005735140771637122,16,0.05476190476190477,9,240729.7,5,1,5.491815408520753,0.20874834324353958,0
45,"Axis Bank Branch, Industrial Estate, Mumbai",Branch,19.131,72.9193,Mumbai,Axis Bank,206,3,0.36647702601191684,0.005735140771637122,16,0.05476190476190477,9,240729.7,5,0,6.140893924201359,0.03886462593861076,0
46,"Bank of Baroda ATM, MG Road, Mumbai",ATM,19.0526,72.8391,Mumbai,Bank of Baroda,206,3,0.36647702601191684,0.005735140771637122,16,0.05476190476190477,9,240729.7,5,0,0.09249860061370252,0.07405228480329644,0
47,"State Bank of India ATM, Ring Road, Mumbai",ATM,19.0017,72.8654,Mumbai,State Bank of India,206,3,0.36647702601191684,0.005735140771637122,16,0.05476190476190477,9,240729.7,5,0,0.005385029464233876,0.005270949031148409,0
48,"Axis Bank ATM, Civil Lines, Mumbai",ATM,19.067,72.9676,Mumbai,Axis Bank,206,3,0.36647702601191684,0.005735140771637122,16,0.05476190476190477,9,240729.7,5,0,0.35076793494143804,8.497214006557074e-09,0
49,"State Bank of India Branch, Airport Road, Mumbai",Branch,19.1627,72.8898,Mumbai,State Bank of India,206,3,0.36647702601191684,0.005735140771637122,16,0.05476190476190477,9,240729.7,5,0,1.2742104436872075,0.02912170186258283,0
50,"State Bank of India ATM, Station Road, Mumbai",ATM,19.1783,72.9614,Mumbai,State Bank of India,206,3,0.36647702601191684,0.005735140771637122,16,0.05476190476190477,9,240729.7,5,0,8.393790994230123,2.11658312534154,0
51,"HDFC Bank Branch, Junction, Mumbai",Branch,19.0715,72.9652,Mumbai,HDFC Bank,206,3,0.36647702601191684,0.005735140771637122,16,0.05476190476190477,9,240729.7,5,1,0.20620151061442124,4.4232849903162384e-08,0
52,"State Bank of India ATM, Tech Park, Mumbai",ATM,18.9565,72.8514,Mumbai,State Bank of India,206,3,0.36647702601191684,0.005735140771637122,16,0.05476190476190477,9,240729.7,5,0,0.0005867032537590502,7.29560231565965e-05,0
53,"Axis Bank ATM, Tech Park, Mumbai",ATM,19.1232,72.933,Mumbai,Axis Bank,206,3,0.36647702601191684,0.005735140771637122,16,0.05476190476190477,9,240729.7,5,0,5.353931889802073,0.023723690238124366,0
54,"Punjab National Bank Branch, Market Yard, Mumbai",Branch,19.0016,72.8099,Mumbai,Punjab National Bank,206,3,0.36647702601191684,0.005735140771637122,16,0.05476190476190477,9,240729.7,5,0,0.8296285070999602,0.4716219709003874,0
55,"State Bank of India ATM, Lake View, Mumbai",ATM,19.0313,72.7697,Mumbai,State Bank of India,206,3,0.36647702601191684,0.005735140771637122,16,0.05476190476190477,9,240729.7,5,0,1.1568207395610888,0.11652494142011591,1
56,"Axis Bank ATM, MG Road, Mumbai",ATM,19.1866,72.7769,Mumbai,Axis Bank,206,3,0.36647702601191684,0.005735140771637122,16,0.05476190476190477,9,240729.7,5,0,7.462862846162995,3.000123022395312,0
57,"HDFC Bank ATM, Bus Stand, Mumbai",ATM,18.9723,72.9645,Mumbai,HDFC Bank,206,3,0.36647702601191684,0.005735140771637122,16,0.05476190476190477,9,240729.7,5,1,2.0156254716179927,3.911518956167148e-17,0
58,"Axis Bank ATM, Central Plaza, Mumbai",ATM,19.0927,72.8966,Mumbai,Axis Bank,206,3,0.36647702601191684,0.005735140771637122,16,0.05476190476190477,9,240729.7,5,0,6.901389688277151,1.2167396149381186e-05,0
59,"State Bank of India ATM, Tech Park, Mumbai",ATM,19.1138,72.8934,Mumbai,State Bank of India,206,3,0.36647702601191684,0.005735140771637122,16,0.05476190476190477,9,240729.7,5,0,8.162957481629245,0.00017842582639123822,0
60,"ICICI Bank ATM, Ring Road, Mumbai",ATM,19.1167,72.8331,Mumbai,ICICI Bank,206,3,0.36647702601191684,0.005735140771637122,16,0.05476190476190477,9,240729.7,5,0,5.441688100679027,0.45170710713592993,0
61,"ICICI Bank Branch, Market Yard, Mumbai",Branch,19.1172,72.8297,Mumbai,ICICI Bank,206,3,0.36647702601191684,0.005735140771637122,16,0.05476190476190477,9,240729.7,5,0,5.24964260492366,0.5565443314746032,0
62,"ICICI Bank ATM, MG Road, Mumbai",ATM,19.066,72.9973,Mumbai,ICICI Bank,206,3,0.36647702601191684,0.005735140771637122,16,0.05476190476190477,9,240729.7,5,0,0.1852204093403286,2.91477022737801e-10,0
63,"State Bank of India ATM, Sector 12, Mumbai",ATM,19.0072,72.8213,Mumbai,State Bank of India,206,3,0.36647702601191684,0.005735140771637122,16,0.05476190476190477,9,240729.7,5,0,0.6292325008851818,0.522486773001866,0
64,"ICICI Bank ATM, Central Plaza, Mumbai",ATM,19.0146,72.8261,Mumbai,ICICI Bank,206,3,0.36647702601191684,0.005735140771637122,16,0.05476190476190477,9,240729.7,5,0,0.6121277218864626,0.5695707921423896,0
65,"Axis Bank ATM, Bus Stand, Mumbai",ATM,19.1921,72.9514,Mumbai,Axis Bank,206,3,0.36647702601191684,0.005735140771637122,16,0.05476190476190477,9,240729.7,5,0,5.550039201949923,2.0937977534485,0
66,"Punjab National Bank ATM, Fort Area, Mumbai",ATM,19.1521,72.8296,Mumbai,Punjab National Bank,206,3,0.36647702601191684,0.005735140771637122,16,0.05476190476190477,9,240729.7,5,0,0.6882058795149275,0.09021113248570223,0
67,"Bank of Baroda ATM, Central Plaza, Mumbai",ATM,18.9882,72.7854,Mumbai,Bank of Baroda,206,3,0.36647702601191684,0.005735140771637122,16,0.05476190476190477,9,240729.7,5,0,1.110148424943399,0.06985427125203447,0
68,"State Bank of India ATM, Civil Lines, Mumbai",ATM,19.0236,72.8083,Mumbai,State Bank of India,206,3,0.36647702601191684,0.005735140771637122,16,0.05476190476190477,9,240729.7,5,0,1.186383940027663,1.0000015640216808,0
69,"ICICI Bank ATM, Fort Area, Mumbai",ATM,19.1082,72.8211,Mumbai,ICICI Bank,206,3,0.36647702601191684,0.005735140771637122,16,0.05476190476190477,9,240729.7,5,0,4.195715954105827,0.7351257006073697,0
70,"Axis Bank ATM, Central Plaza, Mumbai",ATM,19.174,72.7699,Mumbai,Axis Bank,206,3,0.36647702601191684,0.005735140771637122,16,0.05476190476190477,9,240729.7,5,0,6.38933272723088,2.194648379964761,0
71,"Bank of Baroda Branch, Industrial Estate, Mumbai",Branch,19.0224,72.7586,Mumbai,Bank of Baroda,206,3,0.36647702601191684,0.005735140771637122,16,0.05476190476190477,9,240729.7,5,0,0.8400208995563982,0.03290095190129559,0
72,"HDFC Bank ATM, Market Yard, Mumbai",ATM,19.1339,72.8901,Mumbai,HDFC Bank,206,3,0.36647702601191684,0.005735140771637122,16,0.05476190476190477,9,240729.7,5,1,6.405615393904912,0.0022584422378454415,0
73,"Axis Bank ATM, Station Road, Mumbai",ATM,18.9741,72.9696,Mumbai,Axis Bank,206,3,0.36647702601191684,0.005735140771637122,16,0.05476190476190477,9,240729.7,5,0,1.943212210445965,5.528503272151501e-18,0
74,"HDFC Bank ATM, Industrial Estate, Mumbai",ATM,19.0446,72.8903,Mumbai,HDFC Bank,206,3,0.36647702601191684,0.005735140771637122,16,0.05476190476190477,9,240729.7,5,1,0.13421396198619753,4.6891721254475316e-05,0
75,"Axis Bank ATM, MG Road, Mumbai",ATM,19.03,72.9735,Mumbai,Axis Bank,206,3,0.36647702601191684,0.005735140771637122,16,0.05476190476190477,9,240729.7,5,0,3.0104207274778023,2.152105932542279e-15,0
76,"State Bank of India ATM, Ring Road, Mumbai",ATM,19.1197,72.9178,Mumbai,State Bank of India,206,3,0.36647702601191684,0.005735140771637122,16,0.05476190476190477,9,240729.7,5,0,7.2629199503651005,0.005545536735730643,0
77,"ICICI Bank Branch, Bus Stand, Mumbai",Branch,19.1359,72.9799,Mumbai,ICICI Bank,206,3,0.36647702601191684,0.005735140771637122,16,0.05476190476190477,9,240729.7,5,0,3.0576563899202376,0.03840005333947745,0
78,"HDFC Bank ATM, Airport Road, Mumbai",ATM,19.1506,72.9692,Mumbai,HDFC Bank,206,3,0.36647702601191684,0.005735140771637122,16,0.05476190476190477,9,240729.7,5,1,6.573300106373774,0.4369995784640455,0
79,"State Bank of India ATM, Lake View, Mumbai",ATM,19.1779,72.9455,Mumbai,State Bank of India,206,3,0.36647702601191684,0.005735140771637122,16,0.05476190476190477,9,240729.7,5,0,7.300874927104114,3.0000000000000213,0
80,"Axis Bank ATM, Civil Lines, Mumbai",ATM,18.9942,72.926,Mumbai,Axis Bank,206,3,0.36647702601191684,0.005735140771637122,16,0.05476190476190477,9,240729.7,5,0,0.14120606966027152,1.281515298036238e-09,0
1,"Bank of Baroda ATM, MG Road, Bengaluru",ATM,13.0296,77.5334,Bengaluru,Bank of Baroda,380,3,0.9240356464923764,0.010948905109489052,14,0.05128205128205128,10,369817.65,5,0,0.0033638743494997193,0.0021083923173175825,0
2,"HDFC Bank ATM, Fort Area, Bengaluru",ATM,13.0294,77.6055,Bengaluru,HDFC Bank,380,3,0.9240356464923764,0.010948905109489052,14,0.05128205128205128,10,369817.65,5,1,0.6060841455876197,0.06797389543219864,0
3,"Punjab National Bank Branch, MG Road, Bengaluru",Branch,12.8588,77.5271,Bengaluru,Punjab National Bank,380,3,0.9240356464923764,0.010948905109489052,14,0.05128205128205128,10,369817.65,5,0,2.5248770910962604,8.303722901886101e-07,0
4,"Punjab National Bank ATM, Sector 12, Bengaluru",ATM,12.8993,77.6306,Bengaluru,Punjab National Bank,380,3,0.9240356464923764,0.010948905109489052,14,0.05128205128205128,10,369817.65,5,0,0.4122333700279945,0.13139349646386944,0
5,"Punjab National Bank Branch, Ring Road, Bengaluru",Branch,12.9594,77.5414,Bengaluru,Punjab National Bank,380,3,0.9240356464923764,0.010948905109489052,14,0.05128205128205128,10,369817.65,5,0,1.9691477645256354,1.0265847617834651,0
6,"State Bank of India ATM, Lake View, Bengaluru",ATM,12.953,77.5413,Bengaluru,State Bank of India,380,3,0.9240356464923764,0.010948905109489052,14,0.05128205128205128,10,369817.65,5,0,2.0783238658457965,1.0704541534374858,0
7,"HDFC Bank ATM, Station Road, Bengaluru",ATM,12.8739,77.4978,Bengaluru,HDFC Bank,380,3,0.9240356464923764,0.010948905109489052,14,0.05128205128205128,10,369817.65,5,1,1.7170465626971931,7.954680858898897e-06,0
8,"ICICI Bank ATM, Airport Road, Bengaluru",ATM,12.862,77.5849,Bengaluru,ICICI Bank,380,3,0.9240356464923764,0.010948905109489052,14,0.05128205128205128,10,369817.65,5,0,0.6843645604969412,0.00010916641977192544,0
9,"State Bank of India Branch, Station Road, Bengaluru",Branch,12.9841,77.6737,Bengaluru,State Bank of India,380,3,0.9240356464923764,0.010948905109489052,14,0.05128205128205128,10,369817.65,5,0,2.13752103141072,0.11232891806709995,0
10,"Punjab National Bank ATM, Bus Stand, Bengaluru",ATM,12.8977,77.4913,Bengaluru,Punjab National Bank,380,3,0.9240356464923764,0.010948905109489052,14,0.05128205128205128,10,369817.65,5,0,0.6986158387296402,0.0020702663253005953,0
11,"Bank of Baroda ATM, Airport Road, Bengaluru",ATM,12.9211,77.4938,Bengaluru,Bank of Baroda,380,3,0.9240356464923764,0.010948905109489052,14,0.05128205128205128,10,369817.65,5,0,1.153552923576619,0.1360016309921244,0
12,"HDFC Bank ATM, Tech Park, Bengaluru",ATM,12.9183,77.6272,Bengaluru,HDFC Bank,380,3,0.9240356464923764,0.010948905109489052,14,0.05128205128205128,10,369817.65,5,1,1.8001368075829345,0.5998182658401676,0
13,"ICICI Bank ATM, Old Town, Bengaluru",ATM,12.9369,77.6354,Bengaluru,ICICI Bank,380,3,0.9240356464923764,0.010948905109489052,14,0.05128205128205128,10,369817.65,5,0,1.6684495303654008,0.553647436961658,0
14,"Bank of Baroda ATM, Bus Stand, Bengaluru",ATM,13.004,77.6028,Bengaluru,Bank of Baroda,380,3,0.9240356464923764,0.010948905109489052,14,0.05128205128205128,10,369817.65,5,0,0.16957644435414584,0.0012950716470480864,0
15,"HDFC Bank ATM, Junction, Bengaluru",ATM,12.9427,77.7121,Bengaluru,HDFC Bank,380,3,0.9240356464923764,0.010948905109489052,14,0.05128205128205128,10,369817.65,5,1,0.04318541827361207,0.0008324902319487534,0
16,"Bank of Baroda ATM, Fort Area, Bengaluru",ATM,12.9294,77.659,Bengaluru,Bank of Baroda,380,3,0.9240356464923764,0.010948905109489052,14,0.05128205128205128,10,369817.65,5,0,0.21607381664301162,0.06415939772524425,0
17,"State Bank of India ATM, Industrial Estate, Bengaluru",ATM,12.8593,77.5503,Bengaluru,State Bank of India,380,3,0.9240356464923764,0.010948905109489052,14,0.05128205128205128,10,369817.65,5,0,4.054413539937667,1.5800506644436226e-06,0
18,"ICICI Bank ATM, Ring Road, Bengaluru",ATM,13.0708,77.6107,Bengaluru,ICICI Bank,380,3,0.9240356464923764,0.010948905109489052,14,0.05128205128205128,10,369817.65,5,0,3.024356823251037,1.0000001129019622,1
19,"Bank of Baroda ATM, Ring Road, Bengaluru",ATM,13.0089,77.5696,Bengaluru,Bank of Baroda,380,3,0.9240356464923764,0.010948905109489052,14,0.05128205128205128,10,369817.65,5,0,0.007033700251082328,0.0027346838783273474,0
20,"Bank of Baroda Branch, Market Yard, Bengaluru",Branch,12.9152,77.5338,Bengaluru,Bank of Baroda,380,3,0.9240356464923764,0.010948905109489052,14,0.05128205128205128,10,369817.65,5,0,0.32389234610175033,0.10483404214862695,0
21,"Punjab National Bank ATM, Lake View, Bengaluru",ATM,12.9919,77.6901,Bengaluru,Punjab National Bank,380,3,0.9240356464923764,0.010948905109489052,14,0.05128205128205128,10,369817.65,5,0,1.729968028526077,0.49578483009607643,0
22,"Axis Bank ATM, Ring Road, Bengaluru",ATM,13.091,77.5078,Bengaluru,Axis Bank,380,3,0.9240356464923764,0.010948905109489052,14,0.05128205128205128,10,369817.65,5,0,2.0000002887039785,1.0000000963691011,0
23,"Axis Bank ATM, Airport Road, Bengaluru",ATM,12.8629,77.5009,Bengaluru,Axis Bank,380,3,0.9240356464923764,0.010948905109489052,14,0.05128205128205128,10,369817.65,5,0,2.113714968057783,4.4947589666419936e-07,0
24,"Bank of Baroda ATM, Airport Road, Bengaluru",ATM,13.0149,77.6177,Bengaluru,Bank of Baroda,380,3,0.9240356464923764,0.010948905109489052,14,0.05128205128205128,10,369817.65,5,0,0.9605544153152396,0.007495706489345088,0
25,"Axis Bank Branch, Bus Stand, Bengaluru",Branch,13.0907,77.6016,Bengaluru,Axis Bank,380,3,0.9240356464923764,0.010948905109489052,14,0.05128205128205128,10,369817.65,5,0,1.4410381559453382,0.4802377474001682,0
26,"Punjab National Bank ATM, Fort Area, Bengaluru",ATM,13.0246,77.6382,Bengaluru,Punjab National Bank,380,3,0.9240356464923764,0.010948905109489052,14,0.05128205128205128,10,369817.65,5,0,2.063378624266439,0.014074487434437614,0
27,"Punjab National Bank ATM, Airport Road, Bengaluru",ATM,13.0054,77.5014,Bengaluru,Punjab National Bank,380,3,0.9240356464923764,0.010948905109489052,14,0.05128205128205128,10,369817.65,5,0,0.4072903738669903,0.4058756590569193,0
28,"Axis Bank ATM, Junction, Bengaluru",ATM,12.8524,77.6479,Bengaluru,Axis Bank,380,3,0.9240356464923764,0.010948905109489052,14,0.05128205128205128,10,369817.65,5,0,1.100635709424667,0.09828454104938052,0
29,"Bank of Baroda ATM, Sector 12, Bengaluru",ATM,13.0345,77.5964,Bengaluru,Bank of Baroda,380,3,0.9240356464923764,0.010948905109489052,14,0.05128205128205128,10,369817.65,5,0,0.42246965976316675,0.09666904187903358,0
30,"State Bank of India ATM, Industrial Estate, Bengaluru",ATM,13.0049,77.6208,Bengaluru,State Bank of India,380,3,0.9240356464923764,0.010948905109489052,14,0.05128205128205128,10,369817.65,5,0,0.7250846918364043,0.0014176954773875987,0
31,"HDFC Bank ATM, Airport Road, Bengaluru",ATM,12.8904,77.7034,Bengaluru,HDFC Bank,380,3,0.9240356464923764,0.010948905109489052,14,0.05128205128205128,10,369817.65,5,1,2.2382290829600753,0.23706308935139392,0
32,"Punjab National Bank ATM, Bus Stand, Bengaluru",ATM,12.9294,77.4793,Bengaluru,Punjab National Bank,380,3,0.9240356464923764,0.010948905109489052,14,0.05128205128205128,10,369817.65,5,0,0.981489767863116,0.31867438445937524,0
33,"ICICI Bank ATM, Ring Road, Bengaluru",ATM,12.8655,77.6853,Bengaluru,ICICI Bank,380,3,0.9240356464923764,0.010948905109489052,14,0.05128205128205128,10,369817.65,5,0,1.5724010861928317,1.0000007732068832,0
34,"State Bank of India ATM, Lake View, Bengaluru",ATM,12.9682,77.4912,Bengaluru,State Bank of India,380,3,0.9240356464923764,0.010948905109489052,14,0.05128205128205128,10,369817.65,5,0,4.067261417299699,4.0175752739038195,0
35,"Punjab National Bank ATM, Market Yard, Bengaluru",ATM,13.0099,77.7018,Bengaluru,Punjab National Bank,380,3,0.9240356464923764,0.010948905109489052,14,0.05128205128205128,10,369817.65,5,0,1.22820236240829,1.000000018663421,0
36,"HDFC Bank ATM, Sector 12, Bengaluru",ATM,13.061,77.5762,Bengaluru,HDFC Bank,380,3,0.9240356464923764,0.010948905109489052,14,0.05128205128205128,10,369817.65,5,1,0.4528489247752689,0.15073050969780555,0
37,"HDFC Bank ATM, Lake View, Bengaluru",ATM,12.9264,77.7134,Bengaluru,HDFC Bank,380,3,0.9240356464923764,0.010948905109489052,14,0.05128205128205128,10,369817.65,5,1,0.23518960388867852,0.0010341341457723373,0
38,"Bank of Baroda ATM, Junction, Bengaluru",ATM,13.0675,77.583,Bengaluru,Bank of Baroda,380,3,0.9240356464923764,0.010948905109489052,14,0.05128205128205128,10,369817.65,5,0,0.9590192459752989,0.319264432475961,0
39,"HDFC Bank ATM, Station Road, Bengaluru",ATM,12.9327,77.6158,Bengaluru,HDFC Bank,380,3,0.9240356464923764,0.010948905109489052,14,0.05128205128205128,10,369817.65,5,1,3.00056851101878,1.000153833304349,0
40,"HDFC Bank ATM, MG Road, Bengaluru",ATM,12.8686,77.6261,Bengaluru,HDFC Bank,380,3,0.9240356464923764,0.010948905109489052,14,0.05128205128205128,10,369817.65,5,1,0.3427460381581157,0.007219914215263253,0
161,"Punjab National Bank ATM, Bus Stand, Hyderabad",ATM,17.4954,78.3905,Hyderabad,Punjab National Bank,320,4,0.09452300480324723,0.0072992700729927005,13,0.10606060606060606,7,488448.89,5,1,2.232443379342225,1.0000593369517556,0
162,"HDFC Bank ATM, Civil Lines, Hyderabad",ATM,17.4235,78.4044,Hyderabad,HDFC Bank,320,4,0.09452300480324723,0.0072992700729927005,13,0.10606060606060606,7,488448.89,5,0,0.5050346768238136,0.355547965954139,0
163,"HDFC Bank ATM, Market Yard, Hyderabad",ATM,17.2656,78.4748,Hyderabad,HDFC Bank,320,4,0.09452300480324723,0.0072992700729927005,13,0.10606060606060606,7,488448.89,5,0,2.1054977050367274,0.0528222464284822,0
164,"Punjab National Bank Branch, Civil Lines, Hyderabad",Branch,17.2728,78.4358,Hyderabad,Punjab National Bank,320,4,0.09452300480324723,0.0072992700729927005,13,0.10606060606060606,7,488448.89,5,1,2.0850563714598516,0.9343220618850471,0
165,"ICICI Bank Branch, Station Road, Hyderabad",Branch,17.43,78.5884,Hyderabad,ICICI Bank,320,4,0.09452300480324723,0.0072992700729927005,13,0.10606060606060606,7,488448.89,5,0,6.271945815461092e-06,6.271944662931974e-06,0
166,"Bank of Baroda ATM, Tech Park, Hyderabad",ATM,17.2925,78.4207,Hyderabad,Bank of Baroda,320,4,0.09452300480324723,0.0072992700729927005,13,0.10606060606060606,7,488448.89,5,0,1.2284994520682562,0.6089349172804824,0
167,"HDFC Bank ATM, Industrial Estate, Hyderabad",ATM,17.2991,78.381,Hyderabad,HDFC Bank,320,4,0.09452300480324723,0.0072992700729927005,13,0.10606060606060606,7,488448.89,5,0,0.02933842322801435,0.014667454950663635,0
